news_date,news_href,news_title
19:19 | 2020/12/22,/%E8%8C%83%E5%B9%B3%E6%98%8E%E5%89%AF%E6%80%BB%E7%90%86%E4%BC%9A%E8%A7%81%E5%8D%B0%E5%B0%BC%E9%A9%BB%E8%B6%8A%E5%A4%A7%E4%BD%BF-11633673.htm,范平明副总理会见印尼驻越大使
19:15 | 2020/12/22,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E6%9F%AC%E5%9F%94%E5%AF%A8%E6%9C%89%E5%85%B3%E9%99%86%E5%9C%B0%E8%BE%B9%E7%95%8C%E5%8B%98%E7%95%8C%E7%AB%8B%E7%A2%91%E6%88%90%E6%9E%9C%E7%9A%84%E4%B8%A4%E9%A1%B9%E6%B3%95%E5%BE%8B%E6%96%87%E4%BB%B6%E6%AD%A3%E5%BC%8F%E7%94%9F%E6%95%88-11633671.htm,越南与柬埔寨有关陆地边界勘界立碑成果的两项法律文件正式生效
18:54 | 2020/12/22,/%E8%B6%8A%E5%8D%97%E6%9F%AC%E5%9F%94%E5%AF%A8%E5%85%A8%E9%9D%A2%E5%90%88%E4%BD%9C%E5%85%B3%E7%B3%BB%E4%BF%9D%E6%8C%81%E8%89%AF%E5%A5%BD%E5%8F%91%E5%B1%95%E5%8A%BF%E5%A4%B4-11633664.htm,越南——柬埔寨全面合作关系保持良好发展势头
09:25 | 2020/12/22,/%E5%8A%A0%E5%BC%BA%E8%B6%8A%E5%8D%97%E4%B8%8E%E6%9F%AC%E5%9F%94%E5%AF%A8%E9%98%B2%E5%8A%A1%E5%90%88%E4%BD%9C-11633663.htm,加强越南与柬埔寨防务合作
08:23 | 2020/12/22,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E4%B8%BA%E5%9B%BD%E5%86%85%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E7%96%AB%E6%83%85%E7%96%AB%E8%8B%97%E7%A0%94%E5%8F%91%E6%8F%90%E4%BE%9B%E5%88%9B%E4%BD%9C%E8%89%AF%E5%A5%BD%E6%9D%A1%E4%BB%B6-11633661.htm,阮春福总理为国内新冠肺炎疫情疫苗研发提供创作良好条件
08:20 | 2020/12/22,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E5%8D%B0%E5%BA%A6%E5%8A%9B%E4%BA%89%E6%97%A9%E6%97%A5%E5%AE%9E%E7%8E%B0%E5%8F%8C%E8%BE%B9%E8%B4%B8%E6%98%93%E9%A2%9D%E8%BE%BE150%E4%BA%BF%E7%BE%8E%E5%85%83%E7%9A%84%E7%9B%AE%E6%A0%87-11633659.htm,越南与印度力争早日实现双边贸易额达150亿美元的目标
17:22 | 2020/12/21,/%E6%97%A5%E6%9C%AC%E4%BF%83%E8%BF%9B%E4%BE%9B%E5%BA%94%E9%93%BE%E5%A4%9A%E6%A0%B7%E5%8C%96%E6%97%B6%E8%B6%8A%E5%8D%97%E4%BD%8D%E5%B1%85%E7%AC%AC%E4%B8%80-11633657.htm,日本促进供应链多样化时越南位居第一
19:27 | 2020/12/20,/%E6%94%BF%E5%BA%9C%E5%89%AF%E6%80%BB%E7%90%86%E6%AD%A6%E5%BE%B7%E5%84%8B%E5%90%AC%E5%8F%96%E5%8D%AB%E7%94%9F%E9%83%A8%E6%96%B0%E5%86%A0%E7%96%AB%E8%8B%97%E8%AF%95%E9%AA%8C%E6%8A%A5%E5%91%8A-11633655.htm,政府副总理武德儋听取卫生部新冠疫苗试验报告
08:42 | 2020/12/20,/%E4%B8%96%E7%95%8C%E5%8D%AB%E7%94%9F%E7%BB%84%E7%BB%87%E6%AC%A7%E7%9B%9F%E5%8D%8F%E5%8A%A9%E8%B6%8A%E5%8D%97%E5%92%8C%E4%B8%9C%E7%9B%9F7%E5%9B%BD%E5%BA%94%E5%AF%B9%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E7%96%AB%E6%83%85-11633652.htm,世界卫生组织、欧盟协助越南和东盟7国应对新冠肺炎疫情
16:44 | 2020/12/19,/%E4%B8%AD%E5%A4%AE%E5%A7%94%E5%91%98%E4%BC%9A%E5%AF%B9%E9%98%AE%E5%BE%B7%E9%92%9F%E7%BB%99%E4%BA%88%E5%BC%80%E9%99%A4%E5%85%9A%E7%B1%8D%E5%A4%84%E5%88%86-11633653.htm,中央委员会对阮德钟给予开除党籍处分
16:35 | 2020/12/19,/%E8%B6%8A%E5%8D%97%E6%94%AF%E6%8C%81%E8%81%94%E5%90%88%E5%9B%BD%E5%AE%89%E7%90%86%E4%BC%9A%E5%8A%A0%E5%BC%BA%E4%B8%8E%E5%9B%BD%E9%99%85%E6%B3%95%E9%99%A2%E5%90%88%E4%BD%9C-11633651.htm,越南支持联合国安理会加强与国际法院合作
16:13 | 2020/12/18,/%E8%B6%8A%E5%85%B1%E5%8D%81%E4%BA%8C%E5%A4%A7%E5%8D%81%E5%9B%9B%E4%B8%AD%E5%85%A8%E4%BC%9A%E8%A1%A8%E5%86%B3%E9%80%9A%E8%BF%87%E8%B6%8A%E5%85%B1%E7%AC%AC%E5%8D%81%E4%B8%89%E5%B1%8A%E6%94%BF%E6%B2%BB%E5%B1%80%E5%92%8C%E4%B9%A6%E8%AE%B0%E5%A4%84%E7%BB%84%E6%88%90%E4%BA%BA%E5%91%98%E9%A2%84%E5%A4%87%E4%BA%BA%E9%80%89%E5%90%8D%E5%8D%95-11633650.htm,越共十二大十四中全会表决通过越共第十三届政治局和书记处组成人员预备人选名单
14:04 | 2020/12/18,/%E8%B6%8A%E5%85%B1%E5%8D%81%E4%BA%8C%E5%B1%8A%E5%8D%81%E5%9B%9B%E4%B8%AD%E5%85%A8%E4%BC%9A%E6%8F%90%E5%89%8D%E5%AE%8C%E6%88%90%E5%B7%A5%E4%BD%9C%E8%AE%AE%E7%A8%8B-11633648.htm,越共十二届十四中全会提前完成工作议程
09:16 | 2020/12/18,/%E6%AC%A7%E7%9B%9F%E9%A2%86%E5%AF%BC%E4%BA%BA%E8%A1%A8%E7%A4%BA%E5%B8%8C%E6%9C%9B%E5%8A%A0%E5%BC%BA%E4%B8%8E%E8%B6%8A%E5%8D%97%E5%90%88%E4%BD%9C-11633646.htm,欧盟领导人表示希望加强与越南合作
08:55 | 2020/12/18,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E5%B0%86%E5%90%8C%E5%8D%B0%E5%BA%A6%E6%80%BB%E7%90%86%E4%B8%BE%E8%A1%8C%E8%A7%86%E9%A2%91%E4%BC%9A%E8%B0%88-11633645.htm,阮春福总理将同印度总理举行视频会谈
08:41 | 2020/12/18,/%E8%B6%8A%E5%85%B1%E5%8D%81%E4%BA%8C%E5%A4%A7%E5%8D%81%E5%9B%9B%E4%B8%AD%E5%85%A8%E4%BC%9A%E9%80%9A%E8%BF%87%E8%B6%8A%E5%85%B1%E7%AC%AC%E5%8D%81%E4%B8%89%E5%B1%8A%E6%94%BF%E6%B2%BB%E5%B1%80%E5%92%8C%E4%B9%A6%E8%AE%B0%E5%A4%84%E7%BB%84%E6%88%90%E4%BA%BA%E5%91%98%E9%A2%84%E5%A4%87%E4%BA%BA%E9%80%89%E5%90%8D%E5%8D%95-11633643.htm,越共十二大十四中全会通过越共第十三届政治局和书记处组成人员预备人选名单
07:44 | 2020/12/18,/%E8%B6%8A%E5%8D%97%E6%94%AF%E6%8C%81%E5%92%8C%E4%BF%9D%E9%9A%9C%E6%96%B0%E9%97%BB%E8%87%AA%E7%94%B1%E6%9D%83%E7%9A%84%E8%A1%8C%E4%BD%BF-11633644.htm,越南支持和保障新闻自由权的行使
18:49 | 2020/12/17,/%E7%BE%8E%E5%9B%BD%E5%B0%86%E8%B6%8A%E5%8D%97%E5%88%97%E4%B8%BA%E6%B1%87%E7%8E%87%E6%93%8D%E7%BA%B5%E5%9B%BD%E8%B6%8A%E5%8D%97%E5%A4%96%E4%BA%A4%E9%83%A8%E4%BD%9C%E5%87%BA%E5%9B%9E%E5%BA%94-11633640.htm,美国将越南列为汇率操纵国  越南外交部作出回应
17:17 | 2020/12/17,/%E8%B6%8A%E5%8D%97%E5%9B%BD%E5%AE%B6%E9%93%B6%E8%A1%8C%E5%9B%9E%E5%BA%94%E7%BE%8E%E5%9B%BD%E8%B4%A2%E6%94%BF%E9%83%A8%E5%B0%86%E8%B6%8A%E5%8D%97%E5%88%97%E4%B8%BA%E6%B1%87%E7%8E%87%E6%93%8D%E7%BA%B5%E5%9B%BD-11633636.htm,越南国家银行回应美国财政部将越南列为汇率操纵国 
16:13 | 2020/12/17,/%E8%B6%8A%E5%8D%97%E8%BF%9B%E5%85%A5%E9%AB%98%E4%BA%BA%E7%B1%BB%E5%8F%91%E5%B1%95%E6%B0%B4%E5%B9%B3%E5%9B%BD%E5%AE%B6%E4%B9%8B%E5%88%97-11633639.htm,越南进入“高人类发展水平”国家之列
15:56 | 2020/12/17,/%E8%B6%8A%E5%8D%97%E7%A0%94%E5%88%B6%E6%96%B0%E5%86%A0%E7%96%AB%E8%8B%97%E5%BC%80%E5%A7%8B%E4%BA%BA%E4%BD%93%E6%B3%A8%E5%B0%84%E8%AF%95%E9%AA%8C-11633642.htm,越南研制新冠疫苗开始人体注射试验
14:21 | 2020/12/17,/%E8%83%A1%E5%BF%97%E6%98%8E%E5%B8%82%E5%8E%9F%E5%B8%82%E5%A7%94%E5%B8%B8%E5%8A%A1%E5%89%AF%E4%B9%A6%E8%AE%B0%E5%BF%85%E6%88%90%E5%88%9A%E8%A2%AB%E8%B5%B7%E8%AF%89-11633638.htm,胡志明市原市委常务副书记必成刚被起诉
15:05 | 2020/12/16,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E6%96%B0%E5%8A%A0%E5%9D%A1%E4%B8%BE%E8%A1%8C%E7%AC%AC13%E6%AC%A1%E6%94%BF%E6%B2%BB%E7%A3%8B%E5%95%86-11633633.htm,越南与新加坡举行第13次政治磋商
14:14 | 2020/12/16,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E6%AC%A7%E7%9B%9F%E5%85%A8%E9%9D%A2%E5%90%88%E4%BD%9C%E4%BC%99%E4%BC%B4%E6%A1%86%E6%9E%B6%E5%8D%8F%E5%AE%9A%E6%B7%B7%E5%90%88%E5%A7%94%E5%91%98%E4%BC%9A%E7%AC%AC%E4%BA%8C%E6%AC%A1%E4%BC%9A%E8%AE%AE%E4%BB%A5%E8%A7%86%E9%A2%91%E5%BD%A2%E5%BC%8F%E4%B8%BE%E8%A1%8C-11633634.htm,《越南与欧盟全面合作伙伴框架协定》混合委员会第二次会议以视频形式举行
09:30 | 2020/12/16,/%E7%AC%AC10%E5%B1%8A%E4%B8%9C%E7%9B%9F%E6%B5%B7%E6%B4%8B%E8%AE%BA%E5%9D%9B%E4%BB%A5%E8%A7%86%E9%A2%91%E6%96%B9%E5%BC%8F%E4%B8%BE%E8%A1%8C-11633632.htm,第10届东盟海洋论坛以视频方式举行
10:22 | 2020/12/15,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E5%9C%A8%E7%BB%8F%E6%B5%8E%E5%90%88%E4%BD%9C%E4%B8%8E%E5%8F%91%E5%B1%95%E7%BB%84%E7%BB%87%E5%85%AC%E7%BA%A6%E7%AD%BE%E7%BD%B260%E5%91%A8%E5%B9%B4%E7%BA%AA%E5%BF%B5%E6%B4%BB%E5%8A%A8%E4%B8%8A%E5%8F%91%E8%A1%A8%E8%A7%86%E9%A2%91%E8%87%B4%E8%BE%9E-11633630.htm,阮春福总理在《经济合作与发展组织公约》签署60周年纪念活动上发表视频致辞
08:13 | 2020/12/15,/12%E6%9C%887%E6%97%A5-13%E6%97%A5%E5%B0%86%E6%97%85%E5%B1%85%E5%90%84%E5%9B%BD%E7%9A%842220%E5%90%8D%E8%B6%8A%E5%8D%97%E5%85%AC%E6%B0%91%E6%8E%A5%E5%9B%9E%E5%9B%BD-11633628.htm,12月7日-13日将旅居各国的2220名越南公民接回国 
16:50 | 2020/12/14,/%E8%B6%8A%E5%85%B1%E4%B8%AD%E5%A4%AE%E5%A7%94%E5%91%98%E4%BC%9A%E5%B0%86%E6%8E%A8%E8%8D%90%E5%85%9A%E5%8D%81%E4%B8%89%E5%B1%8A%E4%B8%AD%E5%A4%AE%E6%94%BF%E6%B2%BB%E5%B1%80%E5%92%8C%E4%B9%A6%E8%AE%B0%E5%A4%84%E7%BB%84%E6%88%90%E4%BA%BA%E5%91%98%E9%A2%84%E5%A4%87%E4%BA%BA%E9%80%89-11633624.htm,越共中央委员会将推荐党十三届中央政治局和书记处组成人员预备人选
12:12 | 2020/12/14,/%E8%B6%8A%E5%8D%97%E5%85%B1%E4%BA%A7%E5%85%9A%E7%AC%AC%E5%8D%81%E4%BA%8C%E5%B1%8A%E4%B8%AD%E5%A4%AE%E5%A7%94%E5%91%98%E4%BC%9A%E7%AC%AC14%E6%AC%A1%E5%85%A8%E4%BD%93%E4%BC%9A%E8%AE%AE%E5%BC%80%E5%B9%95%E7%BB%84%E5%9B%BE-11633623.htm,越南共产党第十二届中央委员会第14次全体会议开幕（组图）
18:38 | 2020/12/12,/%E8%B6%8A%E4%B8%AD%E4%B8%A4%E5%9B%BD%E5%B0%86%E8%AE%BE%E7%AB%8B%E6%9C%89%E5%85%B3%E5%86%9C%E4%BA%A7%E8%B4%B8%E6%98%93%E7%9A%84%E8%81%94%E7%BB%9C%E7%83%AD%E7%BA%BF-11633616.htm,越中两国将设立有关农产贸易的联络热线
18:29 | 2020/12/12,/%E8%B6%8A%E5%85%B1%E4%B8%AD%E5%A4%AE%E6%80%BB%E4%B9%A6%E8%AE%B0%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E9%98%AE%E5%AF%8C%E4%BB%B2%E5%BF%85%E9%A1%BB%E5%BB%BA%E7%AB%8B%E4%B8%8D%E8%83%BD%E8%85%90%E8%B4%A5%E4%B8%8D%E6%95%A2%E8%85%90%E8%B4%A5%E4%B8%8D%E6%83%B3%E8%85%90%E8%B4%A5%E7%9A%84%E6%9C%BA%E5%88%B6-11633622.htm,越共中央总书记、国家主席阮富仲：必须建立不能腐败、不敢腐败、不想腐败的机制
08:41 | 2020/12/12,/%E8%B6%8A%E5%8D%97%E9%9A%8F%E6%97%B6%E6%AC%A2%E8%BF%8E%E6%97%A5%E6%9C%AC%E4%BC%81%E4%B8%9A%E6%9D%A5%E6%8A%95%E8%B5%84-11633620.htm,越南随时欢迎日本企业来投资
18:38 | 2020/12/11,/%E8%B6%8A%E5%8D%97%E5%9B%BD%E4%BC%9A%E4%B8%BB%E5%B8%AD%E9%98%AE%E6%B0%8F%E9%87%91%E9%93%B6%E4%BC%9A%E8%A7%81%E6%96%B0%E8%A5%BF%E5%85%B0%E6%99%BA%E5%88%A9%E5%92%8C%E5%8D%B0%E5%B0%BC%E9%A9%BB%E8%B6%8A%E5%A4%A7%E4%BD%BF-11633618.htm,越南国会主席阮氏金银会见新西兰、智利和印尼驻越大使
18:13 | 2020/12/11,/%E8%B6%8A%E5%8D%97-%E8%8B%B1%E5%9B%BD%E7%BB%93%E6%9D%9F%E8%87%AA%E7%94%B1%E8%B4%B8%E6%98%93%E5%8D%8F%E5%AE%9A%E8%B0%88%E5%88%A4%E5%BC%80%E5%90%AF%E5%8F%8C%E8%BE%B9%E5%90%88%E4%BD%9C%E6%96%B0%E5%B1%80%E9%9D%A2-11633614.htm,越南-英国结束自由贸易协定谈判： 开启双边合作新局面
09:07 | 2020/12/11,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E6%AC%A7%E7%9B%9F%E8%87%AA%E7%94%B1%E8%B4%B8%E6%98%93%E5%8D%8F%E5%AE%9A%E5%B7%B2%E4%B8%BA%E5%8F%8C%E6%96%B9%E5%B8%A6%E6%9D%A5%E6%95%88%E6%9E%9C-11633613.htm,越南与欧盟自由贸易协定已为双方带来效果
08:04 | 2020/12/11,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E4%BC%9A%E8%A7%81%E6%96%B0%E8%A5%BF%E5%85%B0%E9%A9%BB%E8%B6%8A%E5%A4%A7%E4%BD%BF-11633611.htm,阮春福总理会见新西兰驻越大使
18:05 | 2020/12/10,/%E4%B8%9C%E7%9B%9F%E9%98%B2%E9%95%BF%E6%89%A9%E5%A4%A7%E4%BC%9A%E8%AE%AE%E6%88%90%E7%AB%8B10%E5%91%A8%E5%B9%B4%E7%BA%AA%E5%BF%B5%E5%85%B8%E7%A4%BC-11633609.htm,东盟防长扩大会议成立10周年纪念典礼
15:03 | 2020/12/10,/%E7%AC%AC7%E5%B1%8A%E4%B8%9C%E7%9B%9F%E9%98%B2%E9%95%BF%E6%89%A9%E5%A4%A7%E4%BC%9A%E8%AE%AE%E5%BC%80%E5%B9%95%E5%BC%8F%E4%BB%A5%E8%A7%86%E9%A2%91%E6%96%B9%E5%BC%8F%E4%B8%BE%E8%A1%8C-11633607.htm,第7届东盟防长扩大会议开幕式以视频方式举行
10:57 | 2020/12/10,/%E4%B8%89%E4%B8%AA%E5%9B%BD%E5%AE%B6%E4%B8%80%E4%B8%AA%E7%9B%AE%E7%9A%84%E5%9C%B0%E4%BA%92%E8%81%94%E4%BA%92%E9%80%9A-11633603.htm,三个国家、一个目的地互联互通
10:01 | 2020/12/10,/%E9%82%93%E5%BB%B7%E8%B4%B5%E5%A4%A7%E4%BD%BF%E5%9F%BA%E4%BA%8E%E6%81%AA%E5%AE%88%E5%9B%BD%E9%99%85%E6%B3%95%E7%94%A8%E5%92%8C%E5%B9%B3%E6%96%B9%E5%BC%8F%E8%A7%A3%E5%86%B3%E4%BA%89%E7%AB%AF-11633605.htm,邓廷贵大使：基于恪守国际法，用和平方式解决争端
08:29 | 2020/12/10,/%E7%AC%AC%E4%B9%9D%E6%AC%A1%E8%B6%8A%E5%8D%97-%E8%92%99%E5%8F%A4%E5%9B%BD%E5%A4%96%E4%BA%A4%E9%83%A8%E5%89%AF%E9%83%A8%E9%95%BF%E7%BA%A7%E6%94%BF%E6%B2%BB%E7%A3%8B%E5%95%86%E4%B8%BE%E8%A1%8C-11633601.htm,第九次越南-蒙古国外交部副部长级政治磋商举行
08:20 | 2020/12/10,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E6%8F%90%E5%87%BA%E6%9F%AC%E8%80%81%E7%BC%85%E8%B6%8A%E5%90%88%E4%BD%9C%E6%9C%BA%E5%88%B6%E4%B8%89%E4%B8%AA%E4%BC%98%E5%85%88%E6%96%B9%E5%90%91-11633599.htm,阮春福总理提出柬老缅越合作机制三个优先方向
18:26 | 2020/12/09,/%E6%8E%A8%E8%BF%9B%E4%BC%8A%E6%B4%9B%E7%93%A6%E5%BA%95%E6%B1%9F%E6%B9%84%E5%8D%97%E6%B2%B3%E5%8F%8A%E6%B9%84%E5%85%AC%E6%B2%B3%E7%BB%8F%E6%B5%8E%E5%90%88%E4%BD%9C%E6%88%98%E7%95%A5%E5%9F%BA%E9%87%91%E6%97%A9%E6%97%A5%E6%8A%95%E5%85%A5%E8%BF%90%E8%A1%8C-11633600.htm,推进伊洛瓦底江、湄南河及湄公河经济合作战略基金早日投入运行
18:12 | 2020/12/09,/%E7%AC%AC14%E5%B1%8A%E4%B8%9C%E7%9B%9F%E5%9B%BD%E9%98%B2%E9%83%A8%E9%95%BF%E4%BC%9A%E8%AE%AE%E5%BC%80%E5%B9%95-11633598.htm,第14届东盟国防部长会议开幕
15:14 | 2020/12/09,/%E6%9F%AC%E8%80%81%E8%B6%8A%E5%8F%91%E5%B1%95%E4%B8%89%E8%A7%92%E5%8C%BA%E5%9B%BE%E7%89%87-11633591.htm,柬老越发展三角区（图片）
12:39 | 2020/12/09,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E5%87%BA%E5%B8%AD%E7%AC%AC%E4%B9%9D%E6%AC%A1%E4%BC%8A%E6%B4%9B%E7%93%A6%E5%BA%95%E6%B1%9F%E6%B9%84%E5%8D%97%E6%B2%B3%E5%8F%8A%E6%B9%84%E5%85%AC%E6%B2%B3%E7%BB%8F%E6%B5%8E%E5%90%88%E4%BD%9C%E6%88%98%E7%95%A5%E7%BB%84%E7%BB%87%E5%B3%B0%E4%BC%9A-11633595.htm,阮春福总理出席第九次伊洛瓦底江、湄南河及湄公河经济合作战略组织峰会
09:38 | 2020/12/09,/%E8%83%A1%E5%BF%97%E6%98%8E%E5%B8%82%E4%B8%BA%E5%87%BA%E5%A2%83%E4%BA%BA%E5%91%98%E6%8F%90%E4%BE%9B%E6%96%B0%E5%86%A0%E7%97%85%E6%AF%92%E6%A0%B8%E9%85%B8%E6%A3%80%E6%B5%8B%E6%9C%8D%E5%8A%A1-11633593.htm,胡志明市为出境人员提供新冠病毒核酸检测服务
08:36 | 2020/12/09,/%E8%81%94%E5%90%88%E5%9B%BD%E5%A4%A7%E4%BC%9A%E9%A6%96%E6%AC%A1%E9%80%9A%E8%BF%87%E8%B6%8A%E5%8D%97%E4%B8%BB%E5%AF%BC%E6%8F%90%E5%87%BA%E7%9A%84%E5%86%B3%E8%AE%AE-11633594.htm,联合国大会首次通过越南主导提出的决议
08:14 | 2020/12/09,/%E6%8E%A8%E8%BF%9B%E8%B6%8A%E4%B8%AD%E5%86%9C%E6%9E%97%E6%B0%B4%E4%BA%A7%E8%B4%B8%E6%98%93%E5%BE%80%E6%9D%A5-11633587.htm,推进越中农林水产贸易往来
15:34 | 2020/12/07,/%E8%B6%8A%E5%85%B1%E4%B8%AD%E5%A4%AE%E6%80%BB%E4%B9%A6%E8%AE%B0%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E9%98%AE%E5%AF%8C%E4%BB%B2%E5%86%9B%E9%98%9F%E4%B8%8D%E8%83%BD%E6%8E%89%E4%BB%A5%E8%BD%BB%E5%BF%83-11633585.htm,越共中央总书记、国家主席阮富仲：军队不能掉以轻心
09:42 | 2020/12/07,/%E8%B6%8A%E5%8D%97%E6%94%BF%E5%BA%9C%E6%80%BB%E7%90%86%E9%98%AE%E6%98%A5%E7%A6%8F%E5%B0%86%E5%87%BA%E5%B8%AD%E7%AC%AC%E4%B9%9D%E5%B1%8A%E4%BC%8A%E6%B4%9B%E7%93%A6%E5%BA%95%E6%B1%9F%E6%B9%84%E5%8D%97%E6%B2%B3%E6%B9%84%E5%85%AC%E6%B2%B3%E7%BB%8F%E6%B5%8E%E5%90%88%E4%BD%9C%E6%88%98%E7%95%A5%E9%A2%86%E5%AF%BC%E4%BA%BA%E5%B3%B0%E4%BC%9A%E7%AD%89%E7%B3%BB%E5%88%97%E4%BC%9A%E8%AE%AE-11633578.htm,越南政府总理阮春福将出席第九届伊洛瓦底江—湄南河—湄公河经济合作战略领导人峰会等系列会议
07:42 | 2020/12/07,/%E8%B6%8A%E8%80%81%E4%B8%A4%E5%9B%BD%E5%90%84%E9%A2%86%E5%9F%9F%E5%90%88%E4%BD%9C%E5%8F%96%E5%BE%97%E7%AA%81%E7%A0%B4%E8%BF%9B%E5%B1%95-11633580.htm,越老两国各领域合作取得突破进展
20:46 | 2020/12/06,/%E8%B6%8A%E5%85%B1%E4%B8%AD%E5%A4%AE%E6%80%BB%E4%B9%A6%E8%AE%B0%E5%9B%BD%E5%AE%B6%E4%B8%BB%E5%B8%AD%E9%98%AE%E5%AF%8C%E4%BB%B2%E4%BC%9A%E8%A7%81%E8%80%81%E6%8C%9D%E6%94%BF%E5%BA%9C%E6%80%BB%E7%90%86%E9%80%9A%E8%AE%BA%E8%A5%BF%E8%8B%8F%E9%87%8C-11633582.htm,越共中央总书记、国家主席阮富仲会见老挝政府总理通论•西苏里
14:38 | 2020/12/06,/%E8%B6%8A%E5%8D%97-%E8%80%81%E6%8C%9D%E6%94%BF%E5%BA%9C%E9%97%B4%E8%81%94%E5%90%88%E5%A7%94%E5%91%98%E4%BC%9A%E7%AC%AC43%E6%AC%A1%E4%BC%9A%E8%AE%AE%E5%9C%A8%E6%B2%B3%E5%86%85%E4%B8%BE%E8%A1%8C%E7%BB%84%E5%9B%BE-11633568.htm,越南-老挝政府间联合委员会第43次会议在河内举行（组图）
08:55 | 2020/12/06,/%E8%B6%8A%E5%8D%97%E4%B8%8E%E6%8C%AA%E5%A8%81%E5%90%8C%E6%84%8F%E5%8A%A0%E5%BC%BA%E5%85%B6%E5%9C%A8%E8%81%94%E5%90%88%E5%9B%BD%E5%AE%89%E7%90%86%E4%BC%9A%E7%9A%84%E9%85%8D%E5%90%88-11633572.htm,越南与挪威同意加强其在联合国安理会的配合
08:50 | 2020/12/06,/%E8%8C%83%E5%B9%B3%E6%98%8E%E5%89%AF%E6%80%BB%E7%90%86%E5%87%BA%E5%B8%AD%E8%81%94%E5%90%88%E5%9B%BD%E8%BE%A9%E8%AE%BA%E4%BC%9A-11633571.htm,范平明副总理出席联合国辩论会
08:47 | 2020/12/06,/%E4%B8%8D%E6%96%AD%E6%8E%A8%E5%8A%A8%E8%B6%8A%E8%80%81%E5%85%A8%E9%9D%A2%E5%90%88%E4%BD%9C%E5%85%B3%E7%B3%BB%E5%90%91%E5%89%8D%E5%8F%91%E5%B1%95-11633570.htm,不断推动越老全面合作关系向前发展
08:46 | 2020/12/06,/%E8%B6%8A%E5%8D%97%E6%96%B0%E5%A2%9E4%E4%BE%8B%E5%A2%83%E5%A4%96%E8%BE%93%E5%85%A5%E7%97%85%E4%BE%8B%E5%85%A8%E5%9B%BD%E7%A1%AE%E8%AF%8A%E7%97%85%E4%BE%8B%E7%B4%AF%E8%AE%A11365%E4%BE%8B-11633569.htm,越南新增4例境外输入病例，全国确诊病例累计1365例
08:05 | 2020/12/06,/%E8%B6%8A%E8%80%81%E4%B8%A4%E5%86%9B%E7%AD%BE%E7%BD%B22021%E5%B9%B4%E5%90%88%E4%BD%9C%E8%AE%A1%E5%88%92-11633575.htm,越老两军签署2021年合作计划
08:07 | 2020/12/05,/%E9%9F%A9%E5%89%AF%E5%A4%96%E9%95%BF%E6%9D%8E%E6%B3%B0%E6%B5%A9%E8%B6%8A%E5%8D%97%E6%98%AF%E9%98%B2%E7%96%AB%E6%88%90%E5%8A%9F%E5%85%B8%E8%8C%83-11633576.htm,韩副外长李泰浩：越南是防疫成功典范
17:25 | 2020/12/04,/%E9%98%AE%E6%98%A5%E7%A6%8F%E6%80%BB%E7%90%86%E5%9C%A8%E8%81%94%E5%90%88%E5%9B%BD%E6%8A%97%E5%87%BB%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E%E7%96%AB%E6%83%85%E7%89%B9%E5%88%AB%E4%BC%9A%E8%AE%AE%E5%8F%91%E8%A1%A8%E9%87%8D%E8%A6%81%E8%AE%B2%E8%AF%9D-11633567.htm,阮春福总理在联合国抗击新冠肺炎疫情特别会议发表重要讲话 
15:03 | 2020/12/04,/%E8%B6%8A%E5%8D%97%E5%A4%96%E4%BA%A4%E9%83%A8%E5%8F%91%E8%A8%80%E4%BA%BA%E9%BB%8E%E6%B0%8F%E7%A7%8B%E5%A7%AE%E9%A9%B3%E6%96%A5%E5%9B%BD%E9%99%85%E7%89%B9%E8%B5%A6%E7%BB%84%E7%BB%87%E7%9A%84%E9%94%99%E8%AF%AF%E8%A8%80%E8%AE%BA-11633574.htm,越南外交部发言人黎氏秋姮驳斥国际特赦组织的错误言论
10:33 | 2020/12/04,/%E8%B6%8A%E5%8D%97%E5%85%A8%E5%9B%BD%E5%B0%91%E6%95%B0%E6%B0%91%E6%97%8F%E4%BB%A3%E8%A1%A8%E5%A4%A7%E4%BC%9A%E5%BC%80%E5%B9%95%E7%BB%84%E5%9B%BE-11633565.htm,越南全国少数民族代表大会开幕（组图）
